"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de l’agent dans le référentiel FRAN_RI_012 du SI des Archives nationales","Nom de la classe RiC-O d’appartenance","Forme privilégiée du nom de l’agent","Autres formes du nom de l’agent","Date de naissance (rico:birthDate)","Date de décès (rico:deathDate)","Histoire de l’agent (rico:history)","Identifiant ISNI","Identifiant Wikidata","Notice Wikipédia","Identifiant de l’agent dans le référentiel des producteurs des Archives nationales","URI BnF"
"agent/FRAN_RI_012-d-x0jx4w81c--1am5rdv1i4xf3","d-x0jx4w81c--1am5rdv1i4xf3","Person","Le Nain, Mathieu (1607?-1677)",,,"1677-08-20","Troisième des peintres membres de la famille de Laon, composée d'Antoine, l'aîné, mort le 25 mars 1648, de Louis le jeune dit ""le Romain"". Mathieu, dit ""le Chevalier"", est mort le 20 août 1677. - Redécouverts par Champfleury, au 19e s., ces trois frères, qui signaient seulement de leur nom de famille, ont fait l'objet de nombreuses recherches afin de distinguer leur manière respective et leur attribuer une production propre. Ils furent dénommés ""peintres de la réalité"".",,,,,
"agent/FRAN_RI_012-d699mu0mpfp-gmcaip736825","d699mu0mpfp-gmcaip736825","Person","Lenclos, Ninon de (1616-1706)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1wh2i-qh7smo712z5r","d699mu1wh2i-qh7smo712z5r","Person","Lengagne, Guy (1933-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5209i-123oy7mclwjf3","d699mu5209i-123oy7mclwjf3","Person","Lenoir, Alexandre (1761-1839)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6lzja-1g61jbbkpcomc","d699mu6lzja-1g61jbbkpcomc","Person","Lenoir, Nicolas (1726-1810)",,,,,,,,,
"agent/FRAN_RI_012-d699mu501qw--3b3f37tmw1cg","d699mu501qw--3b3f37tmw1cg","Person","Lenoir, Samson Nicolas (1733-1810)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4ojrb-1axb0ccfvwsoa","d699mu4ojrb-1axb0ccfvwsoa","Person","Le Nôtre, André (1613-1700)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn2xory--348t7iq87rm1","d3m0bn2xory--348t7iq87rm1","Person","Léonard, Jean (16..-17..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6nvob--1ne0tz1yl5lqe","d699mu6nvob--1ne0tz1yl5lqe","Person","Léotard, François (1942-....)",,,,,,,,"009283",
"agent/FRAN_RI_012-d699mu1vaoi--ujzjxqojswu5","d699mu1vaoi--ujzjxqojswu5","Person","Lepage, Corinne (1951-....)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3k6wm-1czjoqlfam0hg","d3m0bn3k6wm-1czjoqlfam0hg","Person","Lepautre, Pierre (1652 ?-1716)","Le Pautre, Pierre (1652 ?-1716)",,,,,,,,
"agent/FRAN_RI_012-d699mu3wj4s-ft01dzlei2o2","d699mu3wj4s-ft01dzlei2o2","Person","Le Pelletier de La Houssaye, Louise Charlotte (1723-1764)",,,,,,,,,
"agent/FRAN_RI_012-d699mu413jf-11x37cuwdxpbd","d699mu413jf-11x37cuwdxpbd","Person","Lepeltier, Serge (1953-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0y3gn--1dsfjhprv9m0u","d699mu0y3gn--1dsfjhprv9m0u","Person","Le Pen, Jean-Marie (1928-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1ghue--1n6us9ingt0ay","d699mu1ghue--1n6us9ingt0ay","Person","Le Pensec, Louis (1937-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu19uk9--em829v99iaum","d699mu19uk9--em829v99iaum","Person","Lepère, Jean-Baptiste (1761-1844)",,,,,,,,"051702",
"agent/FRAN_RI_012-d699mtzjr0x-15wudxsjjm19j","d699mtzjr0x-15wudxsjjm19j","Person","Le Pors, Anicet (1931-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0jdsn-1x4q97joe4uur","d699mu0jdsn-1x4q97joe4uur","Person","Lerebours, Noël Marie Paymal (1807-1873)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4rkxi-11726vu4t9tfu","d3m0bn4rkxi-11726vu4t9tfu","Person","Le Rouge, Georges-Louis (171.-178.)",,,,,,,,,
"agent/FRAN_RI_012-d-p28hcmocgj--1psn3wfqfobm8","d-p28hcmocgj--1psn3wfqfobm8","Person","Le Roux de Lincy, Antoine (1806-1869)",,"1806-01-01","1869-01-01",,,,,,
"agent/FRAN_RI_012-d3m0bn3xkmj-i7o1hgb5s9xh","d3m0bn3xkmj-i7o1hgb5s9xh","Person","Le Roy, P. N. (16..-17..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu10tbb-pgh60sgo5gvx","d699mu10tbb-pgh60sgo5gvx","Person","Le Roy de La Potherie, Charles (15.. ?-1661)",,,,,,,,,
"agent/FRAN_RI_012-d699mu43fx7-oqw2zchsyxxz","d699mu43fx7-oqw2zchsyxxz","Person","Lesdiguières, Charles de Créquy (1575 ?-1638 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu654m7-3h4zsiqxll8v","d699mu654m7-3h4zsiqxll8v","Person","Lesdiguières, François de Bonne de Créquy (1596 ?-1677 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2lfyj--leaweg20wt78","d699mu2lfyj--leaweg20wt78","Person","Lespinasse, Julie de (1732-1776)",,,,,,,,,
"agent/FRAN_RI_012-d699mu15ivd-1h6sjcm5txrmo","d699mu15ivd-1h6sjcm5txrmo","Person","Lesur, Annie (1926-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0dhgb--3807avvdi331","d699mu0dhgb--3807avvdi331","Person","Letarouilly, Paul-Marie (1795-1855)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2s19d-9du0d8jr9v6","d699mu2s19d-9du0d8jr9v6","Person","Le Tellier, Michel (1603-1685)",,,,,,,,,
"agent/FRAN_RI_012-d699mtz87uk--id1zhqteivll","d699mtz87uk--id1zhqteivll","Person","Le Theule, Joël (1930-1980)",,,,,,,,"050195",
"agent/FRAN_RI_012-d-dv4qwk4c1--14z1uauxaayy2","d-dv4qwk4c1--14z1uauxaayy2","Person","Letombe, Charles (1782-1835)",,"1782-06-07","1835-10-27","Né le 06/07/1782 à Versailles. Décédé le 27/10/1835. Architecte du département du Pas-de-Calais. A œuvré à la restauration de la cathédrale d'Arras.",,,,,
"agent/FRAN_RI_012-d699mu6kdas-3lg7eugqh7e1","d699mu6kdas-3lg7eugqh7e1","Person","Le Tonnelier de Breteuil, Louis (1608-1685)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3ja5k-4cjcv5f9ot04","d699mu3ja5k-4cjcv5f9ot04","Person","Leuville, Anne Olivier de (....-1653)",,,,,,,,,
"agent/FRAN_RI_012-d699mu07pv4-2likyqpqreaq","d699mu07pv4-2likyqpqreaq","Person","Le Vau, Louis (1612-1670)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6ddca-4p6etj829cgi","d699mu6ddca-4p6etj829cgi","Person","Le Veneur de Tillières, François (1641-1687)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2wayx-yjlv6og48arq","d699mu2wayx-yjlv6og48arq","Person","Le Veneur de Tillières, Jacques Tanneguy (1670-1748)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzxvp2-14cqux16gfvzp","d699mtzxvp2-14cqux16gfvzp","Person","Levesque, Jacques (....-1664)",,,,,,,,,
"agent/FRAN_RI_012-d699mu34p8p--1qwx07cw54jvz","d699mu34p8p--1qwx07cw54jvz","Person","Le Virloys, Roland (1716-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzqtr9-4c5wulu6l9m4","d699mtzqtr9-4c5wulu6l9m4","Person","Lévis, François Christophe de (1623-1661)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3bmfd--sm9u4na8pftx","d699mu3bmfd--sm9u4na8pftx","Person","Lévisse de Montigny, Louis Charles François (1786-18..)",,,,,,,,"052812",
"agent/FRAN_RI_012-d699mu0nhka-1ae9bd9w5uloj","d699mu0nhka-1ae9bd9w5uloj","Person","Lévis-Ventadour, Henri de (1596-1651)",,,,,,,,,
"agent/FRAN_RI_012-d699mtz4q9k--th9jlqrdyf35","d699mtz4q9k--th9jlqrdyf35","Person","Lévis-Ventadour, Louis Charles de (1647-1717)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4kz8n-w5buqqnfjys0","d3m0bn4kz8n-w5buqqnfjys0","Person","Levrault, François-Georges (1722-1798)",,,,,,,,,
"agent/FRAN_RI_012-d699mu48dsq-1qeauqn1c97pq","d699mu48dsq-1qeauqn1c97pq","Person","Liancourt, Roger du Plessis (1598-1674 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3uoks-1uyx44s2g16w7","d699mu3uoks-1uyx44s2g16w7","Person","Licycka, Dorothée Reine (....-1849)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4883m-pvho1z0hryyd","d3m0bn4883m-pvho1z0hryyd","Person","Liébaux, Jean-Baptiste (16..-17..?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu13kcs--r4npv9n4yp3y","d699mu13kcs--r4npv9n4yp3y","Person","Lienemann, Marie-Noëlle (1951-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1sqdi--1gyxqe1gorvo6","d699mu1sqdi--1gyxqe1gorvo6","Person","Ligier de La Garde, Antoinette du (1637-1694)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3y853-bkm42j6aj770","d699mu3y853-bkm42j6aj770","Person","Ligny, Charlotte de (....-1662)",,,,,,,,,
"agent/FRAN_RI_012-d699mu64bat--vff12h4rvfka","d699mu64bat--vff12h4rvfka","Person","Ligny, Marie de (1656-1711)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwkgel-ubqkhdrqac0h","d-dv4qwkgel-ubqkhdrqac0h","Person","Lion, Maximilien (1811-1842)",,"1811-11-30","1842-01-01","Né le 30/11/1811 à Paris. Décédé en 1842. Architecte et inspecteur des travaux diocésains. A œuvré à la restauration des cathédrales de Paris, Périgueux.",,"Q26202623",,,
"agent/FRAN_RI_012-d699mu1t2nm--h35v63kjin59","d699mu1t2nm--h35v63kjin59","Person","Lionne, Hugues de (1611-1671)",,,,,,,,,
"agent/FRAN_RI_012-d699mtz0weg--19snszrngjb7w","d699mtz0weg--19snszrngjb7w","Person","Lipkowski, Jean-Noël de (1920-1997)",,,,,,,,,
"agent/FRAN_RI_012-d699mu53m3q--17uw5b0zgidsn","d699mu53m3q--17uw5b0zgidsn","Person","Lippmann, Colette (1860-1907)",,,,,,,,,
"agent/FRAN_RI_012-d699mu49qx7--favvypwjqj39","d699mu49qx7--favvypwjqj39","Person","Lippmann, Maurice (1847-19..)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwkmtg-x4bvl6xxd9ss","d-dv4qwkmtg-x4bvl6xxd9ss","Person","Lisch, Juste (1828-1910)",,"1828-10-06","1910-08-24","Né le 10/06/1828 à Alençon. Décédé le 24/08/1910 à Paris. Architecte chargé des travaux du gouvernement et architecte diocésain. A œuvré à la restauration des cathédrales d'Amiens, Angoulême.",,"Q3190319","https://fr.wikipedia.org/wiki/Juste_Lisch",,
"agent/FRAN_RI_012-d-dv4qwkrq0-1cvknjdsoa8qx","d-dv4qwkrq0-1cvknjdsoa8qx","Person","Litz, Jean Nicolas (1854-....)",,"1854-01-30",,"Né le 30/01/1854. Conducteur des ponts et chaussées. A œuvré à la restauration de la cathédrale de Saint-Dié.",,"Q26202624",,,
"agent/FRAN_RI_012-d-dv4qwkwmj--11rhn8hz5f9dc","d-dv4qwkwmj--11rhn8hz5f9dc","Person","Lodoyer, Jean Baptiste",,,,"Architecte de la ville d'Auch. A œuvré à la restauration de la cathédrale d'Auch.",,"Q26202615",,,
"agent/FRAN_RI_012-d699mu4fmv9-y2itvmil7k2w","d699mu4fmv9-y2itvmil7k2w","Person","Loménie, Antoine de (1560-1638)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5klry-gg3qgq06krdq","d699mu5klry-gg3qgq06krdq","Person","Loménie, Léonard de (....-1672)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5o4xz-qj9puwtt8a59","d699mu5o4xz-qj9puwtt8a59","Person","Long, Marceau (1926-....)",,,,,,,,"000202",
"agent/FRAN_RI_012-d3m0bn3u48g-1dguisya76rqk","d3m0bn3u48g-1dguisya76rqk","Person","Longchamps (17..-17..?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4ughw--1azhkpimqnrbj","d699mu4ughw--1azhkpimqnrbj","Person","Longueil, Jean de (1625 ?-1705)",,,,,,,,,
"agent/FRAN_RI_012-d699mu56qm2--12870v0cvh1wg","d699mu56qm2--12870v0cvh1wg","Person","Longueil, René de (1596-1677)",,,,,,,,,
"agent/FRAN_RI_012-d699mu04yff-1uf3y2sht1b2h","d699mu04yff-1uf3y2sht1b2h","Person","Longuet, Gérard (1946-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu53g5s-1ag5aexwd97ou","d699mu53g5s-1ag5aexwd97ou","Person","Longueville, Henri (1595-1663 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3co28-du67m5f31ga7","d699mu3co28-du67m5f31ga7","Person","Loquet de Grandville, Malo Auguste (1730-17..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0a28w-1gl8hd1z11ej3","d699mu0a28w-1gl8hd1z11ej3","Person","Lorges, Guy Michel de Durfort (1704-1773 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1afk5--fb1o8a95j10c","d699mu1afk5--fb1o8a95j10c","Person","Lorges, Guy Nicolas de Durfort (1683-1708 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwl622--gzftad6fu6u0","d-dv4qwl622--gzftad6fu6u0","Person","Lorin, Louis (1781-1846)",,"1781-07-20","1846-01-01","Né le 20/07/1781 à Saint-Brieuc. Décédé en 1846. Architecte du département des Côtes-du-Nord. A œuvré à la restauration de la cathédrale de Saint-Brieuc.",,,,,
"agent/FRAN_RI_012-d699mtzg33r-dk1f9dubxcfn","d699mtzg33r-dk1f9dubxcfn","Person","Lorraine, Charles Louis de (....-1668)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzo9uj-mkwzy70q827v","d699mtzo9uj-mkwzy70q827v","Person","Lorraine, Claude de (1563-1591)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3i9ph--it84vma48wbl","d699mu3i9ph--it84vma48wbl","Person","Lorraine, Louis de (1527-1578)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3nnap-6wto61u3nhlt","d3m0bn3nnap-6wto61u3nhlt","Person","Lotter, Tobie Conrad (17..-17..)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzbn1z-honf23ljj6yb","d699mtzbn1z-honf23ljj6yb","Person","Loucheur, Louis (1872-1931)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0do6r-khc4ma4y94y2","d699mu0do6r-khc4ma4y94y2","Person","Louis, Jean-Victor (1736-1802)",,,,,,,,,
"agent/FRAN_RI_012-d-bm0fimt1g-lbbbuhxrcder","d-bm0fimt1g-lbbbuhxrcder","Person","Louis, Joseph Dominique (1755-1837)",,"1755-11-13","1837-08-26",,,,,,
"agent/FRAN_RI_012-d699mu2la0m--sl32ca1652gd","d699mu2la0m--sl32ca1652gd","Person","Louis-Philippe Ier (roi des Français , 1773-1850)",,,,,,,,"050632",
"agent/FRAN_RI_012-d3m0bn4wthy--1iwx5nscufnlw","d3m0bn4wthy--1iwx5nscufnlw","Person","Louis XIII (roi de France , 1601-1643)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0bfrm--kh6hfv2pqmvo","d699mu0bfrm--kh6hfv2pqmvo","Person","Louis XIV (roi de France , 1638-1715)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4xww4--17ld395vr95rh","d699mu4xww4--17ld395vr95rh","Person","Louis XV (roi de France , 1710-1774)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6i6uy-b6blfq8i8uy2","d699mu6i6uy-b6blfq8i8uy2","Person","Louis XVI (roi de France , 1754-1793)",,,,,,,,"051608",
"agent/FRAN_RI_012-d699mu23s4c-ds56tnj8wgx7","d699mu23s4c-ds56tnj8wgx7","Person","Louis XVIII (roi de France , 1755-1824)",,,,,,,,"051607",
"agent/FRAN_RI_012-d699mu1pf4p-4c1ocm5s4qp5","d699mu1pf4p-4c1ocm5s4qp5","Person","Loustaunau-Lacau, Georges (1894-1955)","Navarre (1894-1955)",,,,,,,,
"agent/FRAN_RI_012-d3m0bn2z335--x6dinmm0q4p3","d3m0bn2z335--x6dinmm0q4p3","Person","Loutrel, Pierre (1916-1946)","Pierrot le Fou (1916-1946)",,,,,,,,
"agent/FRAN_RI_012-d699mu5ggf8-1s2s0s7gdzjif","d699mu5ggf8-1s2s0s7gdzjif","Person","Louvois, François Michel Le Tellier (1639-1691 , marquis de)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwlgzv-1lowuplorq2k4","d-dv4qwlgzv-1lowuplorq2k4","Person","Louzier, Sainte-Anne Auguste (1848-1925)",,"1848-02-12","1925-01-01","Né le 02/12/1848 à Sens. Décédé en 1925. Architecte diocésain et architecte des monuments historiques. A œuvré à la restauration des cathédrales de Moulins, Bayonne, Carcassonne, Coutances.",,"Q3464177","https://fr.wikipedia.org/wiki/Sainte-Anne_Auguste_Louzier",,
"agent/FRAN_RI_012-d699mu2hkie-1qa04n9c2cthg","d699mu2hkie-1qa04n9c2cthg","Person","Lully, Jean-Baptiste (1632-1687)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0wboi--ow8q4uf8vhlj","d699mu0wboi--ow8q4uf8vhlj","Person","Lumagne, Jean André (15..-1637)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4770g-24hky9fz5wi0","d699mu4770g-24hky9fz5wi0","Person","Lumagne, Marie (1599-1657)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0yvl9-1wnc2a7r3oa0h","d699mu0yvl9-1wnc2a7r3oa0h","Person","Lumière, Auguste Marie Louis Nicolas (1862-1954)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzmplc--eo5q7e2prgmf","d699mtzmplc--eo5q7e2prgmf","Person","Lumière, Claude Antoine (1840-1911)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5vbmx--ewtipyl0c7tg","d699mu5vbmx--ewtipyl0c7tg","Person","Lumière, Louis Jean (1864-1948)",,,,,,,,,
"agent/FRAN_RI_012-d699mu51107--p14tfszd87t9","d699mu51107--p14tfszd87t9","Person","Lussault, Claude-Thomas (1745-1819)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwlo5w--75z88qnlw4gv","d-dv4qwlo5w--75z88qnlw4gv","Person","Luvini",,,,"A œuvré à la restauration de la cathédrale d'Ajaccio.",,,,,
"agent/FRAN_RI_012-d-74mazrjbi-1afn7il9zifjx","d-74mazrjbi-1afn7il9zifjx","Person","Macquart, Louis-Charles-Henri (1745-1808)",,"1745-12-05","1808-07-12","Médecin et minéralogiste. - Professeur d'histoire naturelle à l'École centrale de Seine-et-Marne, Melun et chargé de la conservation du cabinet de Fontainebleau, Seine-et-Marne",,,,,
"agent/FRAN_RI_012-d-dv4qwltg1--ar83bk0fcfyo","d-dv4qwltg1--ar83bk0fcfyo","Person","Macquet, Amable (1790-1840)",,"1790-06-04","1840-01-01","Né le 06/04/1790. Décédé en 1840. Architecte. A œuvré à la restauration des cathédrales de Dijon, Langres, Luçon.",,"Q21568845",,,
"agent/FRAN_RI_012-d699mu68prj--1c1aezw68s56a","d699mu68prj--1c1aezw68s56a","Person","Madelin, Alain (1946-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0w4js--su74e0187gt4","d699mu0w4js--su74e0187gt4","Person","Madelin de La Valette, Gabriel Louis Guillaume (17.. ?-1761)",,,,,,,,,
"agent/FRAN_RI_012-d699mu558c7--1wzveh6uzh6fb","d699mu558c7--1wzveh6uzh6fb","Person","Magallon, Ursule Jeanne Marguerite de (1765-1814)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwlzuw--3nnwo9m23atr","d-dv4qwlzuw--3nnwo9m23atr","Person","Magne, Lucien (1849-1916)",,"1849-12-27","1916-07-25","Né le 27/12/1849 à Paris. Décédé le 25/07/1916 à Eaubonne. Architecte et inspecteur général. A œuvré à la restauration de la cathédrale d'Autun.","0000000081033859","Q1873405","https://fr.wikipedia.org/wiki/Lucien_Magne",,"https://data.bnf.fr/ark:/12148/cb124335941#about"
"agent/FRAN_RI_012-d699mu3ql7e--32ri50gj8zty","d699mu3ql7e--32ri50gj8zty","Person","Maine, Louis Auguste de Bourbon (1670-1736 , duc du)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5vvg1-1bd965655bbu3","d699mu5vvg1-1bd965655bbu3","Person","Maintenon, Françoise d'Aubigné (1635-1719 , marquise de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4o7h7--13m6f1eoanyte","d699mu4o7h7--13m6f1eoanyte","Person","Malebranche, Nicolas de (1638-1715)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzfgit-11ogj4gzd7mcm","d699mtzfgit-11ogj4gzd7mcm","Person","Malesherbes, Chrétien Guillaume de Lamoignon de (1721-1794)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwm6nc--1niho3f6vtfvo","d-dv4qwm6nc--1niho3f6vtfvo","Person","Malet, Joseph",,,,"A œuvré à la restauration de la cathédrale de Luçon.",,,,,
"agent/FRAN_RI_012-d699mtzkqa8-x22s6c4uccs4","d699mtzkqa8-x22s6c4uccs4","Person","Malhuret, Claude (1950-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mtza75o-2x8l724zosbj","d699mtza75o-2x8l724zosbj","Person","Malibran, Maria (1808-1836)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwmcb1-1w14wkejq9n0t","d-dv4qwmcb1-1w14wkejq9n0t","Person","Mallay, Aymon (1805-1883)",,"1805-10-13","1883-01-01","Né le 13/10/1805. Décédé en 1883. Architecte diocésain. A œuvré à la restauration des cathédrales de Clermont-Ferrand, Le Puy, Mende, Saint-Flour.",,"Q32156423",,,
"agent/FRAN_RI_012-d699mu326x0-133799k5oxpba","d699mu326x0-133799k5oxpba","Person","Mallet de Chalmassy, Alphonse (1819-1906)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2gdbu-3svp22tfzgwr","d699mu2gdbu-3svp22tfzgwr","Person","Mallez, Amédée Charles Joseph (....-1848)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwmicb--kvqg5wgz8mc3","d-dv4qwmicb--kvqg5wgz8mc3","Person","Malo, Charles Hector",,,,"Architecte du département. A œuvré à la restauration de la cathédrale de Cahors.",,,,,
"agent/FRAN_RI_012-d699mu0f98g-ukmsbvzfzgbs","d699mu0f98g-ukmsbvzfzgbs","Person","Malon, Anne Louis Jules de (1643-1706)",,,,,,,,,
"agent/FRAN_RI_012-d699mu14xvi--yr445c8gknhv","d699mu14xvi--yr445c8gknhv","Person","Malon, Charles Henri de (1678-1742)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0l4s9--47s9wifmtzwd","d699mu0l4s9--47s9wifmtzwd","Person","Malon, Maximilien Emmanuel Charles de (1745-1781)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2ytam--1qxth7qmje656","d699mu2ytam--1qxth7qmje656","Person","Malraux, André (1901-1976)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzl4jn--7ufjq043u5x2","d699mtzl4jn--7ufjq043u5x2","Person","Malvy, Martin (1936-....)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwmp4r-5hvlxej6k27x","d-dv4qwmp4r-5hvlxej6k27x","Person","Manchoulas, Henri Pierre",,,,"A œuvré à la restauration de la cathédrale de Bayonne.",,,,,
"agent/FRAN_RI_012-d699mu074gz-1uio65195qccb","d699mu074gz-1uio65195qccb","Person","Mandelkern, Dieudonné (1931-....)",,,,,,,,,
"agent/FRAN_RI_012-d-cwru4wnyf--1f5yibq5mgozu","d-cwru4wnyf--1f5yibq5mgozu","Person","Manet, Edouard (1832-1883)",,"1832-01-23","1883-04-30",,"000000012144651X",,,,
"agent/FRAN_RI_012-d699mu52n8o-qr5w66834nsp","d699mu52n8o-qr5w66834nsp","Person","Mangot, Marie Louise (1706-17..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu40x78--1w4udclpzdxu","d699mu40x78--1w4udclpzdxu","Person","Mansart, François (1598-1666)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzxaay-1hxqsz3ipd6y5","d699mtzxaay-1hxqsz3ipd6y5","Person","Mansart, Jules Hardouin (1646-1708)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4uybp--3w10167384r2","d699mu4uybp--3w10167384r2","Person","Mansart de Jouy, Jean-Hardouin (1700-1760)",,,,,,,,,
"agent/FRAN_RI_012-d699mu50v2a--1mhnqak2hoqr7","d699mu50v2a--1mhnqak2hoqr7","Person","Mansart de Lévy, Jacques-Hardouin (1703-1766)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwmx1y--1ti101b1k1c21","d-dv4qwmx1y--1ti101b1k1c21","Person","Many",,,,"A œuvré à la restauration de la cathédrale de Verdun.",,,,,
"agent/FRAN_RI_012-d699mu0miaz--aapf3ywq2eck","d699mu0miaz--aapf3ywq2eck","Person","Marc de La Ferté, Gabrielle Madeleine (....-1747)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwn2c3--e5w5onfwqzah","d-dv4qwn2c3--e5w5onfwqzah","Person","Marcel, Alexandre",,,,"A œuvré à la restauration de la cathédrale de Saint-Claude.",,,,,
"agent/FRAN_RI_012-d699mu3od6j--3s75bhz8zm17","d699mu3od6j--3s75bhz8zm17","Person","Marcellin, Raymond (1914-2004)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qwn7m7--hv7gknj4oiij","d-dv4qwn7m7--hv7gknj4oiij","Person","Marchand, A.",,,,"Architecte de la ville de Belley. A œuvré à la restauration de la cathédrale de Belley.",,,,,
"agent/FRAN_RI_012-d699mu58wnn-1g3ysu6rnth82","d699mu58wnn-1g3ysu6rnth82","Person","Marchand, Philippe (1939-....)",,,,,,,,,
"agent/FRAN_RI_012-d-bpsji6ox7i--1w93k4hdw0esp","d-bpsji6ox7i--1w93k4hdw0esp","Person","Marchaut, Zoé",,,,,,,,,
"agent/FRAN_RI_012-d699mu6cyol-3ioad0o8xm2c","d699mu6cyol-3ioad0o8xm2c","Person","Marescot, Gilles Michel de (1646-1714)",,,,,,,,,
"agent/FRAN_RI_012-d699mu211vf-1ahrm8l3ko56w","d699mu211vf-1ahrm8l3ko56w","Person","Marey, Etienne Jules (1830-1904)",,,,,,,,,
"agent/FRAN_RI_012-d699mtz1ize--kujztxjknap3","d699mtz1ize--kujztxjknap3","Person","Marguerite de Valois (reine de France , 1553-1615)","Reine Margot (1553-1615) | Marguerite de Valois (reine de Navarre , 1553-1615)",,,,,,,,
"agent/FRAN_RI_012-d699mtz5dn0--hd2prai1xtba","d699mtz5dn0--hd2prai1xtba","Person","Marie de Médicis (reine de France , 1575-1642)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3060u-18c74vhaarafz","d699mu3060u-18c74vhaarafz","Person","Marie-Thérèse (reine de France , 1638-1683)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3m5tf--xnudel0ddxja","d3m0bn3m5tf--xnudel0ddxja","Person","Mariette, Grégoire (1646-1710 ?)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn381y8--o8rr1j3d4e8t","d3m0bn381y8--o8rr1j3d4e8t","Person","Mariette, Jean (1660-1742)",,,,,,,,,
